query,url,title,snippet,text_sample,position,relevant,click
Dove si trova l isola di plastica,http://www.saperescienza.it/rubriche/geologia/l-isola-di-plastica-18-07-2014/200-l-isola-di-plastica-18-07-2014,L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza,"L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...","L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza. L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...",7,R,C
Dove si trova l isola di plastica,https://gosblogsurf.blogspot.com/2011/01/lisola-di-plastica.html,GOSblog: L’isola di plastica - gosblogsurf.blogspot.com,"L’isola di plastica ... un analogo accumulo di rifiuti si trova nell’Oceano Atlantico, ... il pianeta dovrebbe affrontare le sue conseguenze ambientali per migliaia di anni, anche sul fondo degli oceani, dove si stima che finisca il 70% dei detriti di plastica che si trovano nei mari.","GOSblog: L’isola di plastica - gosblogsurf.blogspot.com. L’isola di plastica ... un analogo accumulo di rifiuti si trova nell’Oceano Atlantico, ... il pianeta dovrebbe affrontare le sue conseguenze ambientali per migliaia di anni, anche sul fondo degli oceani, dove si stima che finisca il 70% dei detriti di plastica che si trovano nei mari.",8,NR,NC
Dove si trova l isola di plastica,http://www.nationalgeographic.it/ambiente/2018/04/04/news/isola_di_plastica_del_pacifico_pulirla_non_risolvera_il_problema-3928421/,"Isola di plastica del Pacifico, pulirla non risolverà il ...","La cosiddetta Isola di plastica del Pacifico (Great Pacific Garbage Patch, in inglese) è la più grande zona di accumulo di rifiuti galleggianti al mondo. È situata in corrispondenza del vortice oceanico subtropicale del Pacifico del Nord, in una regione dove le correnti superficiali formate dai venti creano una zona di convergenza dove si accumulano detriti naturali e di origine umana che ...","Isola di plastica del Pacifico, pulirla non risolverà il .... La cosiddetta Isola di plastica del Pacifico (Great Pacific Garbage Patch, in inglese) è la più grande zona di accumulo di rifiuti galleggianti al mondo. È situata in corrispondenza del vortice oceanico subtropicale del Pacifico del Nord, in una regione dove le correnti superficiali formate dai venti creano una zona di convergenza dove si accumulano detriti naturali e di origine umana che ...",9,NR,NC
Dove si trova l isola di plastica,https://it.wikipedia.org/wiki/Atollo_di_Midway,Atollo di Midway - Wikipedia,"L'atollo si è formato circa 28 milioni di anni fa, quando il fondale oceanico dal quale si eleva si trovò sopra lo stesso punto caldo che determina attualmente la formazione dell'Isola di Hawaii. Si ritiene che per un certo periodo della sua storia Midway fu un vulcano a scudo di dimensioni confrontabili con quelle dell'isola di Lanai.","Atollo di Midway - Wikipedia. L'atollo si è formato circa 28 milioni di anni fa, quando il fondale oceanico dal quale si eleva si trovò sopra lo stesso punto caldo che determina attualmente la formazione dell'Isola di Hawaii. Si ritiene che per un certo periodo della sua storia Midway fu un vulcano a scudo di dimensioni confrontabili con quelle dell'isola di Lanai.",10,NR,NC
Isola di plastica,https://it.wikipedia.org/wiki/Pacific_Trash_Vortex,Pacific Trash Vortex - Wikipedia Pacific Trash Vortex - Wikipedia Pacific Trash Vortex - Wikipedia,"Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.","Pacific Trash Vortex - Wikipedia Pacific Trash Vortex - Wikipedia Pacific Trash Vortex - Wikipedia. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.",1,R,C
Isola di plastica,https://it.wikipedia.org/wiki/Pacific_Trash_Vortex,Pacific Trash Vortex - Wikipedia,"Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.","Pacific Trash Vortex - Wikipedia. Il Pacific Trash Vortex, noto anche come grande chiazza di immondizia del Pacifico (Great Pacific Garbage Patch) o semplicemente isola di plastica, è un enorme accumulo di spazzatura galleggiante (composto soprattutto da plastica) situato nell'Oceano Pacifico, approssimativamente fra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.",2,NR,C
Isola di plastica,https://www.liberidallaplastica.it/isola-di-plastica-nel-pacifico/,"Isola di plastica nel Pacifico, l'isola più grande per ...","Isola di plastica nel Pacifico: Plastic Vortex. L’isola di plastica nel Pacifico non è una scoperta recente; è dagli anni ’80 che si registra, nel bel mezzo dell’Oceano Pacifico, la graduale crescita di un’enorme chiazza di spazzatura galleggiante, i cui componenti sono principalmente detriti in plastica.","Isola di plastica nel Pacifico, l'isola più grande per .... Isola di plastica nel Pacifico: Plastic Vortex. L’isola di plastica nel Pacifico non è una scoperta recente; è dagli anni ’80 che si registra, nel bel mezzo dell’Oceano Pacifico, la graduale crescita di un’enorme chiazza di spazzatura galleggiante, i cui componenti sono principalmente detriti in plastica.",3,NR,NC
Isola di plastica,https://www.informazioneambiente.it/isola-di-plastica/,Isola di plastica: il simbolo di un Pianeta che sta morendo,"Ultimamente si è parlato spesso dell’ormai famosa isola di plastica: un ammasso di rifiuti che galleggia nel bel mezzo dell’oceano Pacifico e che fa venire la pelle d’oca per la sua vastità. Simbolo di un Pianeta che sta lentamente morendo, l’isola di plastica è la dimostrazione lampante di quanto l’uomo abbia ormai superato ogni limite.","Isola di plastica: il simbolo di un Pianeta che sta morendo. Ultimamente si è parlato spesso dell’ormai famosa isola di plastica: un ammasso di rifiuti che galleggia nel bel mezzo dell’oceano Pacifico e che fa venire la pelle d’oca per la sua vastità. Simbolo di un Pianeta che sta lentamente morendo, l’isola di plastica è la dimostrazione lampante di quanto l’uomo abbia ormai superato ogni limite.",4,NR,C
Isola di plastica,https://www.informazioneambiente.it/isola-di-plastica/,Isola di plastica: il simbolo di un Pianeta che sta morendo,"Ultimamente si è parlato spesso dell’ormai famosa isola di plastica: un ammasso di rifiuti che galleggia nel bel mezzo dell’oceano Pacifico e che fa venire la pelle d’oca per la sua vastità. Simbolo di un Pianeta che sta lentamente morendo, l’isola di plastica è la dimostrazione lampante di quanto l’uomo abbia ormai superato ogni limite.","Isola di plastica: il simbolo di un Pianeta che sta morendo. Ultimamente si è parlato spesso dell’ormai famosa isola di plastica: un ammasso di rifiuti che galleggia nel bel mezzo dell’oceano Pacifico e che fa venire la pelle d’oca per la sua vastità. Simbolo di un Pianeta che sta lentamente morendo, l’isola di plastica è la dimostrazione lampante di quanto l’uomo abbia ormai superato ogni limite.",5,R,C
Isola di plastica,https://corriereinnovazione.corriere.it/cards/6-isole-plastica-piu-grandi-mondo/great-pacific-garbage-patch_principale.shtml,Le 6 isole di plastica più grandi al mondo - Corriere.it,"Chiamata anche ""Pacific Trash Vortex"" quest'isola di plastica è il più grande accumulo di spazzatura galleggiante al mondo. Composta prevalentemente da plastica, metalli leggeri e residui organici in degradazione, è situata nell'Oceano Pacifico e si sposta seguendo la corrente oceanica del vortice subtropicale del Nord Pacifico.","Le 6 isole di plastica più grandi al mondo - Corriere.it. Chiamata anche ""Pacific Trash Vortex"" quest'isola di plastica è il più grande accumulo di spazzatura galleggiante al mondo. Composta prevalentemente da plastica, metalli leggeri e residui organici in degradazione, è situata nell'Oceano Pacifico e si sposta seguendo la corrente oceanica del vortice subtropicale del Nord Pacifico.",6,NR,NC
Isola di plastica,http://www.saperescienza.it/rubriche/geologia/l-isola-di-plastica-18-07-2014/200-l-isola-di-plastica-18-07-2014,L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza,"L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...","L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza L'isola di plastica - SapereScienza. L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ... L’Isola di Plastica, che non e’ presente solo nell’Oceano Pacifico ma anche in Atlantico e probabilmente in Mediterraneo, non è solo un disastro ambientale incalcolabile ma è la metafora più precisa e terribile del fallimento del nostro modello di sviluppo. E’ un’ isola in mezzo all’oceano, quindi non è di nessuno, e nessuno se ...",7,R,C
